ondevice,title,authors,#kobo_percent_read,#kobo_last_read,timestamp,languages,series,size,rating,tags,publisher,pubdate,last_modified,id,formats,path,#kobo_reading_location,#kobo_time_spent_reading,#kobo_rest_of_book_estimate
,La librería del señor Livingstone (Spanish Edition),Mónica Gutiérrez,100,2020-08-04 00:00:00+00:00,2020-03-28 08:16:18+00:00,spa,,345202,6,,Mónica Gutiérrez,2017-09-26 22:00:00+00:00,2026-04-15 15:22:58+00:00,141,AZW3,Monica Gutierrez/La libreria del senor Livingstone ( (141),,,
,La metamorfosis (Spanish Edition),Franz Kafka,,,2020-03-28 08:18:32+00:00,spa,,210988,,,,2011-11-24 23:00:00+00:00,2026-04-15 15:22:58+00:00,142,MOBI,Franz Kafka/La metamorfosis (Spanish Edition) (142),,,
,REDENCIÓN: La novela revelación del año. (Spanish Edition),Fernando Gamboa,,,2020-03-28 08:18:32+00:00,spa,,1800824,,,,2019-06-19 22:00:00+00:00,2026-04-15 15:22:58+00:00,143,AZW3,Fernando Gamboa/REDENCION_ La novela revelacion del (143),,,
,Anacronía de una Marquesa: Finalista del Premio Literario Amazon 2019 (Spanish Edition),Elena Fuentes Moreno,,,2020-03-28 08:18:33+00:00,spa,,748172,,,,2019-06-30 22:00:00+00:00,2026-04-15 15:22:58+00:00,144,AZW3,Elena Fuentes Moreno/Anacronia de una Marquesa_ Finalist (144),,,
,Memorias de un ingeniero (Spanish Edition),Alfredo de Hoces,,,2020-03-28 08:18:33+00:00,spa,,282264,,Ficción y literatura,YoEscribo,2011-03-06 23:00:00+00:00,2026-04-15 15:22:58+00:00,145,AZW3,Alfredo de Hoces/Memorias de un ingeniero (Spanish E (145),,,
,MANUAL PRÁCTICO de la LEY de la ATRACCIÓN (Desarrollo personal y autoayuda): Incluye protocolo 20/80 para la práctica eficaz BASADO EN LA LEY DE PARETO (Spanish Edition),J. Blacksmith Schreiber,,,2020-03-28 08:18:33+00:00,spa,,954296,,,Javier Ferrer Escriva,2016-05-29 22:00:00+00:00,2026-04-15 15:22:58+00:00,146,AZW3,J. Blacksmith Schreiber/MANUAL PRACTICO de la LEY de la ATR (146),,,
,El amor huele a café (Spanish Edition),Nieves García Bautista,,,2020-03-28 08:18:33+00:00,spa,,330856,,,,2012-10-30 23:00:00+00:00,2026-04-15 15:22:58+00:00,147,AZW3,Nieves Garcia Bautista/El amor huele a cafe (Spanish Editi (147),,,
,La Hija del Dragón: Premio Amazon 2015 y Premio SOMOS 2017 (Spanish Edition),Myriam Millán,,,2020-03-28 08:18:33+00:00,spa,,541636,,,,2015-07-04 22:00:00+00:00,2026-04-15 15:22:58+00:00,148,AZW3,Myriam Millan/La Hija del Dragon_ Premio Amazon 2 (148),,,
,De ahorrador activo a inversor pasivo (Spanish Edition),Alejandro Álvarez,100,2021-07-29 00:00:00+00:00,2020-03-28 08:18:34+00:00,spa,,809168,8,,anonymous,2018-01-10 23:00:00+00:00,2026-04-15 15:22:58+00:00,149,AZW3,Alejandro Alvarez/De ahorrador activo a inversor pasi (149),,,
,La prisión de Black Rock (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-03-31 00:00:00+00:00,2020-03-28 08:18:34+00:00,spa,La Prisión de Black Rock,441440,8,,El desván de Tedd y Todd,2012-07-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,150,AZW3,Fernando Trujillo Sanz/La prision de Black Rock (Spanish E (150),,,
,Els homes que no estimaven les dones (Sèrie Millennium 1) (Catalan Edition),Stieg Larsson,100,2009-04-23 00:00:00+00:00,2020-03-28 08:23:05+00:00,cat,Millenium,726488,8,,Grup 62,2020-03-17 23:00:00+00:00,2026-04-15 15:22:58+00:00,152,AZW3,Stieg Larsson/Els homes que no estimaven les done (152),,,
,L'Ombra del Vent (Catalan Edition),Carlos Ruiz Zafón,,,2020-03-28 08:25:41+00:00,cat,,845760,,,Grup 62,2020-03-17 23:00:00+00:00,2026-04-15 15:22:58+00:00,153,AZW3,Carlos Ruiz Zafon/L'Ombra del Vent (Catalan Edition) (153),,,
,El codi Da Vinci (Catalan Edition),Dan Brown,100,2004-07-29 00:00:00+00:00,2020-03-28 08:28:13+00:00,cat,,1880248,,,Grup 62,2020-03-17 23:00:00+00:00,2026-04-15 15:22:58+00:00,154,AZW3,Dan Brown/El codi Da Vinci (Catalan Edition) (154),,,
,Harry Potter e la Pietra Filosofale (Italian Edition),J.K. Rowling,100,2020-12-25 00:00:00+00:00,2020-03-28 08:47:23+00:00,ita,Harry Potter,615336,10,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,155,AZW3,J.K. Rowling/Harry Potter e la Pietra Filosofale (155),,,
,Harry Potter e l'Ordine della Fenice (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:56+00:00,ita,Harry Potter,1112504,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,156,AZW3,J.K. Rowling/Harry Potter e l'Ordine della Fenic (156),,,
,Harry Potter e il Calice di Fuoco (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:56+00:00,ita,Harry Potter,924408,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,157,AZW3,J.K. Rowling/Harry Potter e il Calice di Fuoco ( (157),,,
,Harry Potter e il Prigioniero di Azkaban (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:56+00:00,ita,Harry Potter,678340,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,158,AZW3,J.K. Rowling/Harry Potter e il Prigioniero di Az (158),,,
,Harry Potter e il Principe Mezzosangue (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:56+00:00,ita,Harry Potter,850064,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,159,AZW3,J.K. Rowling/Harry Potter e il Principe Mezzosan (159),,,
,Harry Potter e i Doni della Morte (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:56+00:00,ita,Harry Potter,825168,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,160,AZW3,J.K. Rowling/Harry Potter e i Doni della Morte ( (160),,,
,Harry Potter e la Camera dei Segreti (Italian Edition),J.K. Rowling,,,2020-03-28 08:51:57+00:00,ita,Harry Potter,635424,,ebook,Pottermore Publishing,2015-12-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,161,AZW3,J.K. Rowling/Harry Potter e la Camera dei Segret (161),,,
,The 7 Habits of Highly Effective People,Stephen R. Covey,,,2020-03-28 09:17:00+00:00,eng,,25010928,,,Mango Media,2015-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,162,AZW3,Stephen R. Covey/The 7 Habits of Highly Effective Pe (162),,,
,Legado (Ciclo El Legado) (Spanish Edition),Christopher Paolini,,,2020-03-28 09:18:08+00:00,spa,El Legado,914016,,,Roca Editorial de Libros,2011-11-27 23:00:00+00:00,2026-04-15 15:22:58+00:00,163,AZW3,Christopher Paolini/Legado (Ciclo El Legado) (Spanish E (163),,,
,Eldest (Ciclo El Legado) (Spanish Edition),Christopher Paolini,,,2020-03-28 09:18:08+00:00,spa,El Legado,793960,,,Roca Editorial de Libros,2010-07-13 22:00:00+00:00,2026-04-15 15:22:58+00:00,164,AZW3,Christopher Paolini/Eldest (Ciclo El Legado) (Spanish E (164),,,
,Eragon (Ciclo El Legado) (Spanish Edition),Christopher Paolini,,,2020-03-28 09:18:08+00:00,spa,El Legado,645076,,,Roca Editorial de Libros,2010-07-13 22:00:00+00:00,2026-04-15 15:22:58+00:00,165,AZW3,Christopher Paolini/Eragon (Ciclo El Legado) (Spanish E (165),,,
,La viajera del tiempo (Spanish Edition),Lorena Franco,100,2021-03-07 00:00:00+00:00,2020-03-28 09:21:16+00:00,spa,La Trilogia del tiempo,556224,8,,Amazon Publishing,2017-09-11 22:00:00+00:00,2026-04-15 15:22:58+00:00,166,AZW3,Lorena Franco/La viajera del tiempo (Spanish Edit (166),,,
,Nadie vendrá a rescatarnos. (Finalista del Premio literario Amazon 2019) (Spanish Edition),G. G. Velasco,,,2020-03-28 09:25:54+00:00,spa,,1644716,,,,2019-07-02 22:00:00+00:00,2026-04-15 15:22:58+00:00,167,AZW3,G. G. Velasco/Nadie vendra a rescatarnos. (Finali (167),,,
,Cazador de Farsantes: Misterio y aventura en la Patagonia (Spanish Edition),Cristian Perfumo,,,2020-03-28 09:36:33+00:00,spa,La trilogía de la Patagonia,755757,,,,2015-03-31 22:00:00+00:00,2026-04-15 15:22:58+00:00,169,AZW3,Cristian Perfumo/Cazador de Farsantes_ Misterio y av (169),,,
,Dónde enterré a Fabiana Orquera: Novela de misterio en la Patagonia (Spanish Edition),Cristian Perfumo,,,2020-03-28 09:36:33+00:00,spa,La trilogía de la Patagonia,666560,,patagonia | aislamiento | misterio | frío | viento | novela trepidante,Cristian Perfumo,2014-01-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,170,AZW3,Cristian Perfumo/Donde enterre a Fabiana Orquera_ No (170),,,
,El secreto sumergido: Aventura y misterio en la Patagonia (Spanish Edition),Cristian Perfumo,,,2020-03-28 09:36:33+00:00,spa,La trilogía de la Patagonia,813288,,barco hundido | novela patagonia | submarinismo | buceo | thriller | aventuras,Cristian Perfumo,2011-04-06 22:00:00+00:00,2026-04-15 15:22:58+00:00,171,AZW3,Cristian Perfumo/El secreto sumergido_ Aventura y mi (171),,,
,¿Tú me ves? V: Roanoke (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:15+00:00,spa,¿Tu me ves?,843276,,,,2019-09-28 22:00:00+00:00,2026-04-15 15:22:58+00:00,172,AZW3,Gemma Herrero Virto/_Tu me ves_ V_ Roanoke (Spanish Edi (172),,,
,¿Tú me ves? IV: El regreso de Sarah Ellen (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:15+00:00,spa,¿Tu me ves?,1539088,,,,2019-06-29 22:00:00+00:00,2026-04-15 15:22:58+00:00,173,AZW3,Gemma Herrero Virto/_Tu me ves_ IV_ El regreso de Sarah (173),,,
,¿Tú me ves? III: El susurro de los condenados (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:16+00:00,spa,¿Tu me ves?,766890,,,,2019-02-04 23:00:00+00:00,2026-04-15 15:22:58+00:00,174,AZW3,Gemma Herrero Virto/_Tu me ves_ III_ El susurro de los (174),,,
,¿Tú me ves? VI: Croatoan (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:16+00:00,spa,¿Tu me ves?,796824,,,,2019-10-28 23:00:00+00:00,2026-04-15 15:22:58+00:00,175,AZW3,Gemma Herrero Virto/_Tu me ves_ VI_ Croatoan (Spanish E (175),,,
,¿Tú me ves?: La maldición de la casa Cavendish (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:16+00:00,spa,¿Tu me ves?,801974,,,,2018-06-29 22:00:00+00:00,2026-04-15 15:22:58+00:00,176,AZW3,Gemma Herrero Virto/_Tu me ves__ La maldicion de la cas (176),,,
,¿Tú me ves? II: Carpe diem (Spanish Edition),Gemma Herrero Virto,,,2020-03-28 09:43:16+00:00,spa,¿Tu me ves?,862028,,,,2018-11-08 23:00:00+00:00,2026-04-15 15:22:58+00:00,177,AZW3,Gemma Herrero Virto/_Tu me ves_ II_ Carpe diem (Spanish (177),,,
,Aquel último verano (Cabana nº 1) (Spanish Edition),Susanna Herrero,,,2020-03-28 09:48:22+00:00,spa,,638356,,,,2019-06-19 22:00:00+00:00,2026-04-15 15:22:58+00:00,178,AZW3,Susanna Herrero/Aquel ultimo verano (Cabana no 1) ( (178),,,
,La chica del pelo azul (Spanish Edition),Laura Sanz,100,2023-01-19 00:00:00+00:00,2020-03-28 09:48:22+00:00,spa,,842552,8,,,2016-09-03 22:00:00+00:00,2026-04-15 15:22:58+00:00,179,MOBI,Laura Sanz/La chica del pelo azul (Spanish Edi (179),,,
,El Asesinato de Pitágoras (Spanish Edition),Marcos Chicot,,,2020-03-28 09:54:06+00:00,spa,,830484,,,,2014-01-18 23:00:00+00:00,2026-04-15 15:22:58+00:00,180,AZW3,Marcos Chicot/El Asesinato de Pitagoras (Spanish (180),,,
,Intermediate Italian Short Stories: 10 Captivating Short Stories to Learn Italian & Grow Your Vocabulary the Fun Way! (Intermediate Italian Stories) (Italian Edition),Lingo Mastery,,,2020-03-28 10:04:18+00:00,ita,,595582,,,,2019-06-01 22:00:00+00:00,2026-04-15 15:22:58+00:00,181,AZW3,Lingo Mastery/Intermediate Italian Short Stories_ (181),,,
,Italian Vocabulary Builder: 2222 Italian Phrases To Learn Italian And Grow Your Vocabulary (Italian Language Learning Mastery) (Italian Edition),Lingo Mastery,,,2020-03-28 10:04:18+00:00,ita,,683240,,,,2018-10-28 23:00:00+00:00,2026-04-15 15:22:58+00:00,182,AZW3,Lingo Mastery/Italian Vocabulary Builder_ 2222 It (182),,,
,Perdida en el tiempo (Spanish Edition),Lorena Franco,,,2020-03-29 08:52:19+00:00,spa,La Trilogia del tiempo,709975,,,,2018-03-11 23:00:00+00:00,2026-04-15 15:22:58+00:00,183,AZW3,Lorena Franco/Perdida en el tiempo (Spanish Editi (183),,,
,La Sombra del Viento (El Cementerio de los Libros Olvidados) (Spanish Edition),Carlos Ruiz Zafón,,,2020-03-29 08:52:19+00:00,spa,,1951756,,,Grupo Planeta,2020-03-17 23:00:00+00:00,2026-04-15 15:22:58+00:00,184,AZW3,Carlos Ruiz Zafon/La Sombra del Viento (El Cementerio (184),,,
,Corazones de acero (Titania amour) (Spanish Edition),María José Tirado,,,2020-03-29 08:52:19+00:00,spa,,917412,,,Titania,2016-02-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,185,AZW3,Maria Jose Tirado/Corazones de acero (Titania amour) (185),,,
,La memoria del tiempo (Spanish Edition),Lorena Franco,,,2020-03-29 08:55:15+00:00,spa,La Trilogia del tiempo,812616,,,,2018-11-11 23:00:00+00:00,2026-04-15 15:22:58+00:00,186,AZW3,Lorena Franco/La memoria del tiempo (Spanish Edit (186),,,
,La prisión de Black Rock. Volumen 2 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-04-19 00:00:00+00:00,2020-04-01 16:28:03+00:00,spa,La Prisión de Black Rock,322164,8,,Tedd y Todd escritores asociados.,2011-01-06 23:00:00+00:00,2026-04-15 15:22:58+00:00,187,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 2 (187),,,
,La prisión de Black Rock. Volumen 3 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-04-21 00:00:00+00:00,2020-04-01 16:29:49+00:00,spa,La Prisión de Black Rock,316202,8,,Tedd y Todd escritores asociados,2011-10-25 22:00:00+00:00,2026-04-15 15:22:58+00:00,188,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 3 (188),,,
,La prisión de Black Rock. Volumen 4 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-04-26 00:00:00+00:00,2020-04-01 16:30:25+00:00,spa,La Prisión de Black Rock,325160,8,,,2012-10-22 22:00:00+00:00,2026-04-15 15:22:58+00:00,189,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 4 (189),,,
,La prisión de Black Rock. Volumen 5 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-04-30 00:00:00+00:00,2020-04-01 16:31:00+00:00,spa,La Prisión de Black Rock,354977,8,,Fernando Trujillo Sanz,2013-07-20 22:00:00+00:00,2026-04-15 15:22:58+00:00,190,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 5 (190),,,
,La prisión de Black Rock. Volumen 6 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-05-02 00:00:00+00:00,2020-04-01 16:31:32+00:00,spa,La Prisión de Black Rock,336553,8,,El desván de Tedd y Todd,2015-06-18 22:00:00+00:00,2026-04-15 15:22:58+00:00,191,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 6 (191),,,
,La prisión de Black Rock. Volumen 7 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-05-05 00:00:00+00:00,2020-04-01 16:32:02+00:00,spa,La Prisión de Black Rock,820192,8,,El desván de Tedd y Todd,2016-07-02 22:00:00+00:00,2026-04-15 15:22:58+00:00,192,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 7 (192),,,
,La prisión de Black Rock. Volumen 8 (Spanish Edition),Fernando Trujillo Sanz | César García Muñoz,100,2020-05-08 00:00:00+00:00,2020-04-01 16:32:33+00:00,spa,La Prisión de Black Rock,946387,8,,El desván de Tedd y Todd,2016-12-25 23:00:00+00:00,2026-04-15 15:22:58+00:00,193,EPUB | MOBI,Fernando Trujillo Sanz/La prision de Black Rock. Volumen 8 (193),,,
,El secreto de Tedd y Todd,Fernando Trujillo Sanz,100,2020-04-12 00:00:00+00:00,2020-04-01 16:38:44+00:00,spa,,754560,8,,,2012-01-25 07:21:15+00:00,2026-04-15 15:22:58+00:00,194,EPUB | MOBI,Fernando Trujillo Sanz/El secreto de Tedd y Todd (194),,,
,La Biblia de los Caídos (Spanish Edition),Fernando Trujillo Sanz,,,2020-04-01 16:43:14+00:00,spa,La Biblia de los Caídos,618340,,,El desván de Tedd y Todd,2011-05-05 22:00:00+00:00,2026-04-15 15:22:58+00:00,195,AZW3,Fernando Trujillo Sanz/La Biblia de los Caidos (Spanish Ed (195),,,
,Machismo (Eldiario.es) (Spanish Edition),Barbijaputa,100,2021-07-12 00:00:00+00:00,2020-04-01 16:54:02+00:00,spa,,235228,8,Sociología,Roca Editorial de Libros,2017-02-15 23:00:00+00:00,2026-04-15 15:22:58+00:00,196,AZW3,Barbijaputa/Machismo (Eldiario.es) (Spanish Edi (196),,,
,Conversaciones en Italiano: La rutina diaria en Italiano (Italian Edition),Irineu De Oliveira Jnr,,,2020-04-05 07:44:55+00:00,ita,,180324,,,,2015-01-10 23:00:00+00:00,2026-04-15 15:22:58+00:00,197,AZW3,Irineu De Oliveira Jnr/Conversaciones en Italiano_ La ruti (197),,,
,El misterio de la Reina Nefertiti: Premio Eriginal Books 2017 en la categoría de Acción y Aventura (Charlie Wilford y la Orden de los Caballeros del Tiempo) (Spanish Edition),C.T. Cassana,,,2020-04-05 07:44:55+00:00,spa,,586780,,,,2015-08-09 22:00:00+00:00,2026-04-15 15:22:58+00:00,198,AZW3,C.T. Cassana/El misterio de la Reina Nefertiti_ (198),,,
,Educación Financiera avanzada partiendo de cero (Aprenda a gestionar su dinero para transformar su vida) (Spanish Edition),Gregorio Hernández Jiménez,,,2020-04-05 07:44:56+00:00,spa,,2300328,,,Gregorio Hernández Jiménez,2013-05-05 22:00:00+00:00,2026-04-15 15:22:58+00:00,199,AZW3,Gregorio Hernandez Jimenez/Educacion Financiera avanzada parti (199),,,
,Independízate de Papá Estado: Inversión inteligente y simple para lograr la libertad financiera (Spanish Edition),Carlos Galán Rubio,,,2020-04-05 07:44:56+00:00,spa,,4626712,,,,2015-02-16 23:00:00+00:00,2026-04-15 15:22:58+00:00,200,AZW3,Carlos Galan Rubio/Independizate de Papa Estado_ Inver (200),,,
,Italian Short Stories For Beginners Volume 2: 8 More Unconventional Short Stories to Grow Your Vocabulary and Learn Italian the fun Way! (Italian Edition),Olly Richards,,,2020-04-05 07:44:56+00:00,ita,,486768,,,,2016-07-31 22:00:00+00:00,2026-04-15 15:22:58+00:00,201,AZW3,Olly Richards/Italian Short Stories For Beginners (201),,,
,Anatomia cinica. Sketch & Breakfast: 1 (Italian Edition),Sketch | Breakfast,,,2020-04-05 15:45:46+00:00,ita,,15973528,,,Magic Press,2017-02-27 23:00:00+00:00,2026-04-15 15:22:58+00:00,202,AZW3,Sketch/Anatomia cinica. Sketch & Breakfast (202),,,
,La lengua de los secretos (Novela Historica (roca)) (Spanish Edition),Martín Abrisketa,,,2020-04-14 15:20:39+00:00,spa,,1639904,,La vida es bella | El niño con el pijama de rayas | Guerra civil española | Tenay | Peter Pan | Supervivencia | aviación alemana | bombardeo de Guernica | Bernardo Atxaga | Obabakoak | Montxo Armendáriz | Exilio | Abrisketa | Euskera | República. Franco,Roca Editorial de Libros,2015-03-18 23:00:00+00:00,2026-04-15 15:22:58+00:00,203,AZW3,Martin Abrisketa/La lengua de los secretos (Novela H (203),,,
,"30 Días - Cambia de hábitos, cambia de vida: Algunos pasos simples cada día para crear la vida que deseas (Hábitos que cambiarán tu vida nº 1) (Spanish Edition)",Marc Reklau,,,2020-04-14 15:20:39+00:00,spa,,377076,,,,2014-11-01 23:00:00+00:00,2026-04-15 15:22:58+00:00,204,MOBI,"Marc Reklau/30 Dias - Cambia de habitos, cambia (204)",,,
,Dale vida a tu cerebro (No Ficción) (Spanish Edition),Raquel Marín,,,2020-04-14 15:20:39+00:00,spa,,1469576,,Salud,Roca Editorial de Libros,2018-03-21 23:00:00+00:00,2026-04-15 15:22:58+00:00,205,AZW3,Raquel Marin/Dale vida a tu cerebro (No Ficcion) (205),,,
,Animales fantásticos y dónde encontrarlos (Un libro de la biblioteca de Hogwarts) (Spanish Edition),J.K. Rowling | Newt Scamander,,,2020-04-21 09:06:43+00:00,spa,Un libro de la biblioteca de Hogwarts,2374556,,,Pottermore Publishing,2017-03-21 23:00:00+00:00,2026-04-15 15:22:58+00:00,215,AZW3,J.K. Rowling/Animales fantasticos y donde encont (215),,,
,"Historias breves de Hogwarts: Agallas, Adversidad y Aficiones Arriesgadas (Pottermore Presents) (Spanish Edition)",J.K. Rowling,100,2021-03-07 00:00:00+00:00,2020-04-21 09:06:43+00:00,spa,Pottermore Presents,801168,6,,Pottermore Publishing,2016-09-05 22:00:00+00:00,2026-04-15 15:22:58+00:00,216,AZW3,J.K. Rowling/Historias breves de Hogwarts_ Agall (216),,,
,Un hotel en ninguna parte (Spanish Edition),Mónica Gutiérrez,,,2020-04-21 09:06:44+00:00,spa,,334856,,,Mónica Gutiérrez,2014-06-01 22:00:00+00:00,2026-04-15 15:22:58+00:00,217,AZW3,Monica Gutierrez/Un hotel en ninguna parte (Spanish (217),,,
,Los juegos del hambre (Spanish Edition),Suzanne Collins,,,2020-04-21 09:06:44+00:00,spa,Juegos del hambre,422888,,,Molino,2012-10-23 22:00:00+00:00,2026-04-15 15:22:58+00:00,218,AZW3,Suzanne Collins/Los juegos del hambre (Spanish Edit (218),,,
,En llamas (JUEGOS DEL HAMBRE nº 2) (Spanish Edition),Suzanne Collins,,,2020-04-21 09:06:44+00:00,spa,Juegos del hambre,429804,,,Molino,2012-12-21 23:00:00+00:00,2026-04-15 15:22:58+00:00,219,AZW3,Suzanne Collins/En llamas (JUEGOS DEL HAMBRE no 2) (219),,,
,Sinsajo (JUEGOS DEL HAMBRE nº 3) (Spanish Edition),Suzanne Collins,,,2020-04-21 09:10:15+00:00,spa,Juegos del hambre,429360,,,Molino,2011-03-31 22:00:00+00:00,2026-04-15 15:22:58+00:00,223,AZW3,Suzanne Collins/Sinsajo (JUEGOS DEL HAMBRE no 3) (S (223),,,
,Quidditch a través de los tiempos (Un libro de la biblioteca de Hogwarts) (Spanish Edition),J.K. Rowling | Kennilworthy Whisp,,,2020-04-21 09:12:19+00:00,spa,Un libro de la biblioteca de Hogwarts,1212224,,,Pottermore Publishing,2016-05-08 22:00:00+00:00,2026-04-15 15:31:16+00:00,224,AZW3 | KEPUB,J.K. Rowling/Quidditch a traves de los tiempos ( (224),,,
,Hogwarts: una guía incompleta y poco fiable (Pottermore Presents) (Spanish Edition),J.K. Rowling,,,2020-04-21 09:16:51+00:00,spa,Pottermore Presents,1112980,,,Pottermore Publishing,2016-09-05 22:00:00+00:00,2026-04-15 15:31:19+00:00,225,AZW3 | KEPUB,J.K. Rowling/Hogwarts_ una guia incompleta y poc (225),,,
,"Historias breves de Hogwarts: Poder, Política y Poltergeists Pesados (Pottermore Presents) (Spanish Edition)",J.K. Rowling,,,2020-04-21 09:16:51+00:00,spa,Pottermore Presents,927848,,,Pottermore Publishing,2016-09-05 22:00:00+00:00,2026-04-15 15:31:18+00:00,226,AZW3 | KEPUB,J.K. Rowling/Historias breves de Hogwarts_ Poder (226),,,
,Manual para la comunicación inmediata en Italia: Hablar italiano nunca fue tan facil (Spanish Edition),Carmelo Tavormina,,,2020-04-26 09:35:48+00:00,spa,,378068,,,Carmelo Tavormina,2016-09-21 22:00:00+00:00,2026-04-15 15:22:58+00:00,227,AZW3,Carmelo Tavormina/Manual para la comunicacion inmedia (227),,,
,Racconti di Hogwarts: prodezze e passatempi pericolosi (Pottermore Presents) (Italian Edition),J.K. Rowling,,,2020-05-26 17:49:07+00:00,ita,,877564,,,Pottermore Publishing,2016-09-05 22:00:00+00:00,2026-04-15 15:22:58+00:00,234,AZW3,J.K. Rowling/Racconti di Hogwarts_ prodezze e pa (234),,,
,Animali fantastici e dove trovarli: Screenplay originale (Italian Edition),J.K. Rowling,,,2020-05-26 17:54:45+00:00,ita,,3880640,,ebook,Pottermore Publishing,2017-01-15 23:00:00+00:00,2026-04-15 15:22:58+00:00,235,AZW3,J.K. Rowling/Animali fantastici e dove trovarli_ (235),,,
,La custode dei profumi perduti (Italian Edition),Fiona Valpy,,,2020-05-26 17:55:10+00:00,ita,,433976,,,Newton Compton Editori,2018-10-03 22:00:00+00:00,2026-04-15 15:22:58+00:00,236,AZW3,Fiona Valpy/La custode dei profumi perduti (Ita (236),,,
,L'ultimo treno per Istanbul (eNewton Narrativa) (Italian Edition),Ayşe Kulin,,,2020-05-26 17:55:10+00:00,ita,,468440,,,Newton Compton,2015-11-04 23:00:00+00:00,2026-04-15 15:22:58+00:00,237,AZW3,Ayse Kulin/L'ultimo treno per Istanbul (eNewto (237),,,
,Gli Animali Fantastici: dove trovarli (I libri della Biblioteca di Hogwarts) (Italian Edition),J.K. Rowling | Newt Scamander,,,2020-05-26 17:55:11+00:00,ita,,1406864,,ebook,Pottermore Publishing,2017-04-19 22:00:00+00:00,2026-04-15 15:22:58+00:00,238,AZW3,J.K. Rowling/Gli Animali Fantastici_ dove trovar (238),,,
,I Medici. Una dinastia al potere (Italian Edition),Matteo Strukul,,,2020-05-26 17:55:11+00:00,ita,,441028,,,Newton Compton Editori,2016-10-10 22:00:00+00:00,2026-04-15 15:22:58+00:00,239,AZW3,Matteo Strukul/I Medici. Una dinastia al potere (I (239),,,
,IL PENSIERO POSITIVO: Come raggiungere i tuoi obiettivi e condurre una vita positiva attraverso il potere del pensiero (Italian Edition),Marcello Borelli,,,2020-05-26 17:55:11+00:00,ita,,573696,,,,2019-06-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,240,AZW3,Marcello Borelli/IL PENSIERO POSITIVO_ Come raggiung (240),,,
,Metodo Montessori: Il Manuale più Completo con Tutte le Attività per Crescere il tuo Bambino da 0 a 3 Anni (Italian Edition),Giulia Barbieri,,,2020-05-26 18:00:13+00:00,ita,,1518580,,,,2019-12-23 23:00:00+00:00,2026-04-15 15:22:58+00:00,241,AZW3,Giulia Barbieri/Metodo Montessori_ Il Manuale piu C (241),,,
,Imparare l'inglese: le 2400 frasi inglesi più utili per imparare la lingua e accrescere il tuo vocabolario (Cofanetto: Imparare l'inglese Vol. 1) (Italian Edition),John Alfort,,,2020-05-26 18:00:13+00:00,ita,,493096,,,,2019-12-28 23:00:00+00:00,2026-04-15 15:22:58+00:00,242,AZW3,John Alfort/Imparare l'inglese_ le 2400 frasi i (242),,,
